id,title,abstract,category_1,category_2,error
10.1101/2025.10.07.681037,PTH-Induced Behavioral and Metabolic Alterations in Mouse Models of Hyperparathyroidism,Parathyroid hormone (PTH) is a critical endocrine regulator of calcium homeostasis and bone remodeling and is widely employed in clinical settings through synthetic analogs for the treatment of osteop...,,,
10.1101/2025.10.07.681050,Neural Underpinnings of Olfactory Dysfunction across Parkinson's and Alzheimer's Spectra,"Olfactory dysfunction is a frequent yet understudied feature of neurodegenerative spectrum disorders, including Alzheimers disease (AD) and Parkinsons disease (PD). To disentangle the neural substrate...",,,
10.1101/2025.10.08.680888,Across-speaker articulatory reconstruction from sensorimotor cortex for generalizable brain-computer interfaces,"ObjectiveSpeech brain-computer interfaces (BCIs) can restore speech features like articulatory movements from brain activity. However, for individuals with vocal tract paralysis, lack of articulatory ...",Language Production,Sensorimotor Coordination,
10.1101/2025.10.08.681112,Sleep Facilitates Pattern Separation through SK Channel-Mediated Sparse Coding,"The roles of sleep in priming the brain for associative learning remain unclear. Here, we report that acute sleep deprivation in Drosophila selectively impairs pattern separation--the ability to disti...",Episodic Memory,,
10.1101/2025.10.07.680948,Novelty-dependent enhancement of sustained attention and electrophysiological signatures via transcutaneous auricular vagus nerve stimulation.,"BackgroundSustained attention, the ability to remain focused during a task relies on Locus coeruleus - Noradrenaline (LC-NA) activity with tonic activity regulating arousal and phasic responses facili...",Attention,Arousal & Attention States,
10.1101/2025.10.07.680961,Closed-loop beta stimulation enhances beta activity and motor behaviour,"Movement-related beta event-related synchronization (ERS) has been linked to motor control and learning, showing potential as a therapeutic target for those with movement deficits, such as stroke surv...",Skill Learning,Adaptive Error Correction,
10.1101/2025.10.08.681119,EEG Microstates Reveal Differential Network Dynamics under Constant Current and Oscillatory Brain Stimulation,"BackgroundEEG microstates are brief, quasi-stable scalp topographies that index large-scale network dynamics and may sensitively capture the net effects of transcranial electrical stimulation (tES).

...",,,
10.1101/2025.10.07.681056,Human AUTS2 regulates neurodevelopmental pathways via dual DNA/RNA binding.,"The AUTS2 gene is implicated in neurodevelopmental and psychiatric disorders, with patient mutations leading to intellectual disability, microcephaly, and autistic behavior. While AUTS2s chromatin-and...",,,
10.1101/2025.10.08.680976,Biophysical simulations of fMRI responses using realistic microvascular models: insights into distinct hemodynamics in humans and mice,"1Functional Magnetic Resonance Imaging (fMRI) is broadly used to measure human brain activity, however the hemodynamic changes that comprise the fMRI response to neuronal activity are often interprete...",,,
10.1101/2025.10.08.680712,"Novel, small molecules targeting the 5-HT4R receptor protect against stress-induced maladapative behavior with efficacy across age","BACKGROUNDStress is a risk factor for developing psychiatric disorders, including major depressive disorder (MDD). Compounds targeting the serotonin type 4 receptor (5-HT4R) hold promise as novel rapi...",,,
10.1101/2025.10.08.681079,Developmental Reorganization of Whole-Body Muscle Synergies During Overarm Throwing in Children,"Overarm throwing is a uniquely human skill that requires precise whole-body coordination. Although throwing behavior emerges early in childhood, the neuromuscular mechanisms that support its developme...",Motor Coordination,Skill Learning,
10.1101/2025.10.06.680810,CNS-penetrant NLRP3 inhibitor achieves durable weight loss and reverses hypothalamic inflammation in diet-induced obesity,The NLRP3 inflammasome is a key mediator of innate immunity that integrates inflammatory and metabolic stress signals. Increased and/or chronic activation of this critical pathway has been implicated ...,Autonomic Regulation,Motivational Drives,
10.1101/2025.10.08.681211,Molecular and neuropathological determinants of neuronal dysfunction in Alzheimer's disease,The biological basis of neuronal excitatory/inhibitory (E/I) imbalance in Alzheimers disease (AD) remains unclear. Using a comprehensive cohort with ante-mortem functional neuroimaging and post-mortem...,,,
10.1101/2025.10.06.680822,Distinct contributions of memorability and object recognition to the representational goals of the macaque inferior temporal cortex,"The primate inferior temporal (IT) cortex, at the apex of the ventral visual stream, encodes information that supports diverse representational goals--from recognizing objects to determining which ima...",Visual Perception,Episodic Memory,
10.1101/2025.10.07.680987,Cannabis Use and Glutamate across the Psychosis Spectrum: In Vivo Evidence from 7T Proton Magnetic Resonance Spectroscopy,"Cannabis use is linked to elevated psychosis risk, yet the neurobiological mechanisms that couple use to symptom expression remain unclear. Because glutamatergic dysregulation has been implicated in b...",,,
10.1101/2025.10.08.680830,A Quest for a Histaminergic or Orexinergic Biomarker for Sudden Infant Death Syndrome,"AimsThis study aimed to investigate the role of the Hypocretin/Orexin (Ox) and Histamine (HA) systems--two key regulators of wakefulness --in sudden infant death syndrome (SIDS), a condition character...",,,
10.1101/2025.10.08.681180,Distinct contributions of anterior and posterior orbitofrontal cortex to outcome-guided behavior,The lateral orbitofrontal cortex (OFC) is critical for flexibly adjusting choices when outcome values change. Anterior and posterior parts of the human lateral OFC differ in cytoarchitecture and conne...,Decision-making,Episodic Memory,
10.1101/2025.10.08.681163,"Nckx30c, a Drosophila K+-dependent Na+/Ca2+ exchanger, regulates temperature-sensitive convulsions and age-related neurodegeneration","Calcium (Ca2+) homeostasis is fundamental to neuronal physiology, including in the regulation of membrane excitability and synaptic transmission. Disruptions in the ion transporters regulating Ca2+ in...",,,
10.1101/2025.10.08.681148,Amelioration of symptomatic Alzheimer's Disease after selective impairment of p75NTR function in adult forebrainexcitatory neurons,"The p75 neurotrophin receptor (p75NTR) contributes to the development of Alzheimers Disease (AD) pathology by enhancing amyloid precursor protein (APP) cleavage and amyloid plaque formation. However, ...",,,
10.1101/2025.10.09.680999,Sexual dimorphism in the complete connectome of the Drosophila male central nervous system,"Sex differences in behaviour exist across all animals, typically under strong genetic regulation. In Drosophila, fruitless/doublesex transcription factors can identify dimorphic neurons but their orga...",,,
10.1101/2025.10.08.681181,Cortical Microstructural Variations Explain Individual Differences in Gamified Exploration-Exploitation Behaviours,"The exploration-exploitation trade-off is ubiquitous in our everyday lives, and individuals display considerable variability in their preferred decision-making strategies. Most previous work pertainin...",Decision-making,,
10.1101/2025.10.08.681038,Mechanical stretch disrupts calcium dynamics and redistributes Piezo1 in human astrocytes,Astrocytes regulate the activity of nearby neurons so disruption of astrocyte calcium dynamics by traumatic brain injury (TBI) could have profound consequences for neural network activity in the brain...,,,
10.1101/2025.10.08.681178,Differential kinematic control and co-ordination among redundant joints during whole arm reaching movements,"Normative upper limb movements are produced by multiple redundant joints. While the reaching task is specified at the endpoint, such task objectives become implicit at the level of joints. A fundament...",Sensorimotor Coordination,Motor Coordination,
10.1101/2025.10.08.681184,Home range is not constrained by number of hippocampal neurons across mammals,"Numbers of hippocampal neurons vary by over three orders of magnitude across mammalian species. What evolutionary pressures shape this diversity? Given the role of the hippocampus in spatial mapping, ...",,,
10.1101/2025.10.08.681186,A dual information seeking strategy improves imprecise human inferences outside the explore-exploit tradeoff,"Everyday decisions do not only aim to earn rewards but also to learn about the world. In a large study (420 participants, >380,000 decisions), we asked how people gather information stripped of reward...",Decision-making,Working Memory,
10.1101/2025.10.08.681200,Transformer Networks Enable Robust Generalization of Source Localization for EEG Measurements,"AO_SCPLOWBSTRACTC_SCPLOWAn electroencephalogram (EEG) is an electrical measurement of brain activity using electrodes placed on the scalp surface. After EEG measurements are collected, numerical metho...",,,
10.1101/2025.10.08.681223,NPS neurons receive extensive input from auditory brainstem nuclei,"Neurons that produce NPS send output to brain regions implicated in circadian function and threat responses, but less is known about the afferent control of NPS neurons. In this study, we used a conve...",,,
10.1101/2025.10.08.681212,The GLP-1R Agonist Semaglutide Reduces Motivated Running and Alters Dopamine Dynamics in the Nucleus Accumbens,"Glucagon-like peptide-1 receptor (GLP-1R) agonists have recently emerged as powerful tools for the treatment of obesity through their ability to suppress food intake. However, their effects on non-ing...",Reward Mechanisms,Motivational Drives,
10.1101/2025.10.08.680998,Arm dominance emerges through asymmetric practice of complex trajectory shapes inherent to tool-use,"Limb dominance is a human behavioral characteristic with many cultural, practical, scientific and clinical implications. Yet why the dominant limb performs better across a range of motor skill-requiri...",Skill Learning,Sensorimotor Coordination,
10.1101/2025.10.08.681237,TRPM2 is a direct pain transducer,Chronic pain results from maladaptive interaction between the immune and nervous systems. TRPM2 channels in immune cells (immune TRPM2) are believed to facilitate chronic pain by indirectly promoting ...,,,
10.1101/2025.10.08.674881,Clinical profile impacts the replicability of multivariate brain-behavioural associations,"Recent work suggests that thousands of individuals are required in multivariate brain-behaviour analyses to obtain consistently replicable results. Some believe, however, that smaller sample sizes may...",,,
10.1101/2025.10.08.681234,Inhibitory GABAergic neuron loss due to oxidative damage during ex vivo acute brain slice preparation influences genesis and dynamics of epileptiform activity,"Ex vivo acute brain slice is a popular technique in neuroscience research. Since its inception five decades ago, many variations of the brain slice preparation method have emerged. While all variation...",,,
10.1101/2025.10.08.681257,Differences in Auditory Brainstem Responses between Laboratory-reared and Wild-caught Prairie Voles (Microtus ochrogaster),Prairie voles (Microtus ochrogaster) are a semi-fossorial rodent that are an emerging model in social neuroscience. Comparing laboratory-reared and wild-caught individuals is essential for understandi...,,,
10.1101/2025.10.08.681248,Hippocampo-supramammillary coupling across sleep and wake,"Hippocampal communication with subcortical circuits reorganizes across sleep-wake states, yet the dynamics of such interactions remain incompletely defined. We simultaneously recorded neuronal spiking...",,,
10.1101/2025.10.08.681275,Ingestion-activated CGRP neurons control learning but not satiety,Calcitonin Gene-Related Peptide (CGRP) neurons in the parabrachial nucleus are critical for sickness and malaise but have also been proposed to control non-aversive (rewarding) satiation. How one cell...,Reward Mechanisms,,
10.1101/2025.10.08.680699,Rapid inversion of singleton distractor representations underlies learned attentional suppression,"In visually complex and dynamically changing environments, humans often face the challenge of filtering out salient stimuli that are presently irrelevant to their tasks. Recent evidence suggests that ...",Attention,Inhibitory Control,
10.1101/2025.10.08.681270,HypoAD: volumetric and single-cell analysis reveals changes in the human hypothalamus in aging and Alzheimer's disease,"Alterations in metabolism, stress response, sleep, circadian rhythms, and neuroendocrine processes are key features of aging and neurodegeneration. These fundamental processes are regulated by the hyp...",,,
10.1101/2025.10.08.679044,Differences in layer-specific activation of the insula during interoceptive vs. exteroceptive attention,Attention modulates the relative weighting of information and plays a critical role in modern theories of perception. While its role in exteroceptionthe perception of the external environmenthas been ...,Attention,,
10.1101/2025.10.08.681245,Cell-Intrinsic Vulnerability and Immune Activation Cooperate to Drive Degeneration in a Mitochondrial Complex I Deficiency Model of Optic Neuropathy,"Mitochondrial dysfunction is a central hallmark of many optic neuropathies, yet the mechanisms linking intrinsic metabolic stress to retinal ganglion cell (RGC) degeneration remain unclear. To bridge ...",,,
10.1101/2025.10.08.681279,Identifying Neural Biomarkers of Risk-Taking from Intracranial EEG Recordings,"Risk-taking behavior is associated with neuropsychiatric disorders such as addiction. In this study, we present a data-driven approach to identify neural biomarkers of risk-taking from intracranial st...",Decision-making,,
10.1101/2025.10.08.681261,"WSB.APP/PS1 mice develop age-dependent cerebral amyloid angiopathy, cerebrovascular deficits, and white matter damage, which are modified by humanized APOE alleles.","Vascular contributions are now widely accepted to play a key role in many cases of dementia, including Alzheimers disease (AD), that commonly manifest as cerebral small vessel diseases, including cere...",,,
10.1101/2025.10.02.680055,Acoustic Coupling for Double-Blind Human Low-Intensity Focused Ultrasound Neuromodulation,ObjectiveLow-intensity focused ultrasound (LIFU) is a non-invasive neuromodulation technique with the potential for precise targeting of small and deep human brain circuitry. To ensure rigorous and re...,,,
10.1101/2025.10.09.680671,Methylglyoxal alters C-fibre Activity-Dependent Slowing and Induces Heat Hyperalgesia in a Sex-Dependent Manner,IntroductionRaised plasma levels of the glycolytic metabolite methylglyoxal are associated with pain symptoms in patients with diabetic neuropathy. Methylglyoxal can regulate the function of NaV1.7 an...,Tactile Perception,,
10.1101/2025.10.09.676449,Hyperactivity is linked to elevated cortisol levels: comprehensive behavioral analysis in the prenatal valproic acid-induced marmoset model of autism,Hyperactivity is frequently observed in individuals with autism spectrum disorder (ASD) and significantly affects various aspects of life. This underscores the critical need for effective intervention...,,,
10.1101/2025.10.09.681259,CNTF specifically slows down the axonal transport of signalling endosomes,"Efficient axonal transport is essential for maintaining neuronal function, enabling the bidirectional delivery of diverse cargoes between the cell body and distal compartments. In the neuromuscular sy...",,,
10.1101/2025.10.09.675791,Increased surface area of Heschl's gyrus following music-cued motor training.,"Previous work found that adding musical cues to a four-week, left-handed, visuomotor sequence training task increased white matter connectivity between contralateral auditory and motor regions. In thi...",Skill Learning,,
10.1101/2025.10.10.679263,Subcellular transcriptome of radial glia reveals compartmentalized control of cortical development,"RNA localization and local translation mediate spatial and temporal control of polarized cells, including radial glial cells (RGCs) which produce and organize neurons and glia. Within RGCs, RNAs are t...",,,
10.1101/2025.10.09.680955,Innovations in spinal cord cell type heterogeneity across vertebrate evolution,"Vertebrates display remarkable diversity of sensorimotor behaviors, each adapted to distinct ecological and survival demands. This diversity raises fundamental questions about the evolutionary origin ...",,,
10.1101/2025.10.10.681582,Temporal evolution of Neural Codes: The Added Value of a Geometric Approach to Linear Coefficients,"Multivariate decoding analyses have become a cornerstone method in cognitive neuroscience. When applied to time-resolved brain imaging signals, they provide insights into the temporal dynamics of info...",,,
10.1101/2025.10.09.680886,Individualized morphometric-similarity deviations in autism linked to cortical hierarchy and microarchitecture,"AO_SCPLOWBSTRACTC_SCPLOWAutism spectrum disorder (ASD) is marked by profound neurobiological heterogeneity, yet it remains unclear whether atypical brain organization reflects a diffuse low-amplitude ...",,,
10.1101/2025.10.09.681368,Attention modulates the geometry of auditory representations,"Selective attention enables the brain to prioritize behaviorally relevant information in complex environments, yet the underlying neural mechanisms remain poorly understood. Here, we combined function...",Attention,Auditory Processing,
10.1101/2025.10.10.680616,1.4 GHz amplitude-modulated radiofrequency electromagnetic waves effects on neural cultures,"Non-invasive brain stimulation (NIBS) technologies have the potential to positively impact the treatment of neurological disorders. However, NIBS techniques suffer from a lack of penetration depth and...",,,
10.1101/2025.10.09.680975,Matrix stress-relaxation and stiffness modulate oligodendrocyte differentiation,"Impaired remyelination capacity, observed not only in demyelinating diseases of the central nervous system (CNS) but also in the aging brain, features a critical challenge in neural repair. Dysfunctio...",,,
10.1101/2025.10.09.681210,Action prediction relies on high-level holistic and low-level kinematics priors,"Our brains continuously predict what will happen next, helping us interact smoothly with others and navigate a dynamic world. A key example is biological motion perception, which relies on ""priors,"" o...",Visual Perception,Cognitive Timing & Predictive Modeling,
10.1101/2025.10.09.681481,Neural Activity dynamic in Primate Cortex Across Consciousness Levels: Insights from High-Density Neuropixel Recording,This study investigates the anesthesia mechanisms induced by sevoflurane and how it modulates neural activity in the posterior parietal cortex (PPC) and prefrontal cortex (PFC) in Non Human Primates (...,Arousal & Attention States,,
10.1101/2025.10.09.681402,Early emergence for thermal processing in the neonatal somatosensory cortex and its perturbation in ASD,"Thermal perception is essential for neonatal adaptation and survival, yet the cortical processing during early development remains unknown. Here we show that non-painful cool, but not warm, orofacial ...",Tactile Perception,,
10.1101/2025.10.09.681399,Aberrant Neural Entrainment to Word-Level Speech Patterns in Fragile X Syndrome: Evidence for a Statistical Learning Deficit,"Fragile X syndrome (FXS), the most common inherited cause of intellectual disability and autism spectrum disorder, causes significant language and cognitive impairments. Statistical learning refers to...",Lifelong Learning,Language Comprehension,
10.1101/2025.10.09.681445,Proteomic Characterization of Striatal Neurabin Interactome and its Sex Specific Impact on Motor Behavior.,The striatum serves as the primary input nucleus of the basal ganglia. Reversible protein phosphorylation in the post synaptic density (PSD) of medium spiny neurons (MSNs) modulates inputs from striat...,Skill Learning,Motor Coordination,
10.1101/2025.10.09.681394,Phase-locking saccades to posterior alpha oscillations improves the neural representation of visual objects during memory formation,Visual memory formation begins with the intake and neural processing of discrete samples provided by gaze fixations and saccades. Past research has highlighted a functional relationship between the ti...,Episodic Memory,Visual Attention and Eye Movements,
10.1101/2025.10.09.681356,The effect of the Icelandic mutation APPA673T in the line 66 model of tauopathy,"The Icelandic mutation in the amyloid precursor protein (APP), APPA673T, has been identified in Icelandic and Scandinavian populations and is associated with a significantly lower risk of developing A...",,,
10.1101/2025.10.09.681102,Attention Improves Population Codes by Warping Neural Manifolds in Human Visual Cortex,Decades of research on visual attention have revealed its numerous effects on neural responses. Two competing models have been proposed for how these effects lead to improved population representation...,Attention,Visual Perception,
10.1101/2025.10.10.681143,Inference over hidden contexts shapes the geometry of conceptual knowledge for flexible behaviour,"Flexible decision-making in uncertain environments requires inferring latent structure and selecting behaviourally relevant information. Here, we tested the hypothesis that internal models support thi...",Decision-making,Attention,
10.1101/2025.10.10.681587,Predicting spectro-temporal modulation detection thresholds with a functional auditory model,"Spectro-temporal modulation (STM) sensitivity has been proposed as a sensitive marker of speech intelligibility in challenging listening conditions, yet the underlying auditory mechanisms involved in ...",Auditory Processing,,
10.1101/2025.10.09.681478,Larp1 supports brain growth and spatial memory via post-transcriptional control of the translation machinery,"In the brain, tight regulation of the translation of mRNAs is essential for development and plasticity. The translation machinery itself is largely encoded by mRNAs with terminal oligopyrimidine (TOP)...",Episodic Memory,,
10.1101/2025.10.09.681455,"Whole brain fluorescence imaging in Drosophila reveals spreading depression and its initiation, propagation, and resilience dynamics.","Spreading depression (SD) is a wave of neuronal hyperactivity followed by depolarization block that propagates through large brain regions and is associated with disorders such as migraine, stroke, an...",,,
10.1101/2025.10.10.681432,Human Mendelian disease and in vivo mutagenesis screening define the molecular architecture of the U8 snoRNA,"Over 50 mutations in the vertebrate specific box C/D small nucleolar RNA U8 have been reported to cause leukoencephalopathy with calcifications and cysts (LCC), a progressive cerebral microangiopathy ...",,,
10.1101/2025.10.10.681580,Microglia-dependent LPS preconditioning prevents neuroinflammation-induced behavioral deficits in male mice,"Neuroinflammation contributes to psychiatric disorders, but preventive strategies targeting brain immune cells remain unexplored. Here we demonstrate that low-dose lipopolysaccharide (LPS) preconditio...",,,
10.1101/2025.10.08.681135,Synchronized path-integration recalibration but distinct landmark-control dynamics in head direction and CA1 place cells,"Accurate spatial navigation relies on path integration, a process of tracking ones location by integrating self-motion cues. Path integration uses a gain factor relating self-motion signals to displac...",Spatial Representation and Mapping,,
10.1101/2025.10.10.681616,"Optimal composition of multiple value functions for dopamine-mediated efficient, safe and stable learning","AO_SCPLOWBSTRACTC_SCPLOWThe seminal reward prediction error theory of dopamine function faces several key challenges. Most notable is the difficulty learning multiple rewards simultaneously, inefficie...",Reward Mechanisms,,
10.1101/2025.10.10.681504,Proteome Complexity Scales with Architecture in Human Neural Models,"Mass-spectrometry-based proteomics enables high-throughput identification and quantification of proteins, providing molecular insight into neural development and cellular organization. Applying this a...",,,
10.1101/2025.10.10.681546,Spatial and Temporal Regulation of K+ Buffering in Hippocampal Astrocytes,Distinct subregions within the same structure (such as along the dorsoventral axis of the hippocampus) can exhibit unique molecular and physiological properties that relate to their functional specifi...,,,
10.1101/2025.10.09.681320,Belief updating in uncertain environments are differentially sensitive to reward and punishment learning: Evidence from ERP,"Learning from rewards and punishments is crucial for adaptive decision-making, but it is still unclear how individuals integrate prediction errors to update beliefs in uncertain environments, particul...",Reward Mechanisms,Decision-making,
10.1101/2025.10.09.681482,Sensorimotor Theta Oscillations Coordinate Speech Movements,"Fluent speech depends on precisely timed motor commands that coordinate rapid transitions between successive articulatory gestures. Using direct cortical recordings, we identified a prominent sensorim...",Language Production,Motor Coordination,
10.1101/2025.10.10.681573,NATO3 protects dopaminergic neurons in mouse in vivo and human in vitro Parkinson's disease models,Parkinsons disease (PD) is a devastating neurodegenerative disorder primarily characterized by the progressive and unstoppable loss of dopaminergic (DA) neurons in the substantia nigra. We previously ...,,,
10.1101/2025.10.10.681599,Notch canonical activity in a subset of glial cells regulates short-term memory in Drosophila,"Notch is a transmembrane receptor expressed at the cell surface that mediates transcriptional responses upon binding to its ligands, in a variety of contexts. Evolutionarily conserved, Notch plays a k...",,,
10.1101/2025.10.10.681418,Altered Sense of Agency in First-Episode Schizophrenia Patients: A Comparative Study Across Two Sites,BackgroundDisturbances in the sense of agency are a key marker of schizophrenia and are closely linked to core symptoms such as hallucinations and delusions of influence. Neuroimaging studies have imp...,Self-reflection,,
10.1101/2025.10.10.681160,Vagal nerve stimulation alters task-evoked pupillary responses in older adults but not younger adults in a single-blind sham-controlled crossover trial,IntroductionThe locus coeruleus (LC) undergoes age-related changes and is involved in Alzheimers disease pathogenesis. Vagal nerve stimulation (VNS) may modulate LC activity and could be used therapeu...,Arousal & Attention States,Attention,
10.1101/2025.10.10.681550,The AMPK-related kinase NUAK1 regulates neuronal morphogenesis through the RNA splicing co-factor SON,"In recent years, alternative splicing emerged as a major mechanism controlling gene-regulatory networks during brain development, yet how alternative splicing is tuned to the dynamic alterations under...",,,
10.1101/2025.10.10.681332,Brain infiltrating T cells mediate microglial dysregulation and neuronal loss following SAH,The contribution of T cells to neuroinflammation after aneurysmal subarachnoid hemorrhage (SAH) remains poorly understood. Using a murine pre-chiasmatic injection model of SAH we demonstrate that T ce...,,,
10.1101/2025.10.10.681639,Convergent Control of NREM Sleep and Anesthesia by Prefrontal Layer 5 Extratelencephalic Neurons,"The cortical mechanisms that actively suppress consciousness remain poorly understood. Here, we identify a specific subset of prefrontal cortical (PFC) neurons preferentially active under anesthesia w...",Arousal & Attention States,,
10.1101/2025.10.10.681622,Early menopause is associated with reduced global brain activity,"Menopause affects the aging process in women through significant ovarian hormone production decline in midlife. Women who experience early menopause face an accelerated physiological aging rate, along...",Arousal & Attention States,,
10.1101/2025.10.10.681678,Decoding state specific connectivity during speech production and perception,"Understanding how dynamic brain networks support language perception and production is central to cognitive neuroscience. A vast network based literature has employed functional connectivity (FC), pri...",Language Production,Language Comprehension,
10.1101/2025.10.11.681772,Thalamus-cortex interactions drive cell type-specific cortical development in human pluripotent stem cell-derived assembloids,"The thalamus plays a pivotal role in the development and function of neural circuits in the cerebral cortex. However, how thalamus-cortex interactions influence human cortical development remains unkn...",,,
10.1101/2025.10.10.681734,Spatially patterned cytoskeletal organization shapes astrocyte branch complexity,"Astrocytes, the most abundant cells in the brain, extend elaborate branches that enable diverse functions, from synapse maintenance to blood-brain-barrier integrity. The cytoskeletal basis of this arc...",,,
10.1101/2025.10.10.681663,A role for prefrontal dopamine signaling in control of goal-directed actions,"Impairments in behavioral flexibility commonly found across psychiatric disorders have often been attributed to a dysfunction of the medial prefrontal cortex (mPFC), notably in relation with altered d...",Cognitive Flexibility,Decision-making,
10.1101/2025.10.10.681732,Shared and distinct neural signatures of inhibitory control deficits in attention-deficit/hyperactivity disorder and autism,"BackgroundAttention-deficit/hyperactivity disorder (ADHD) and autism spectrum disorder (ASD) share deficits in inhibitory control, yet direct comparisons of their neurobiological underpinnings remain ...",Inhibitory Control,,
10.1101/2025.10.10.681681,The neural computations underlying context dependent attribute-based valuation of complex stimuli.,Adaptive decision making requires value computations to be flexible because we often need to value a stimulus differently as the context changes. A stimulus might be highly desirable in one context bu...,Decision-making,,
10.1101/2025.10.10.681027,Astrocyte SEMA3C reduction improves Rett Syndrome phenotypes,"During typical neurodevelopment, astrocytes secrete proteins that support neuronal connectivity. This process is disrupted in Rett Syndrome (RTT), a regressive neurodevelopmental disorder characterize...",,,
10.1101/2025.10.10.681589,Nonlinear hippocampal coding of the pair-bonded partner in prairie voles,"Neural representation of specific opposite-sex partners remains largely unexplored. Using monogamous prairie voles, we demonstrated that partner preference required the ventral hippocampus, in which 3...",Social Functions,,
10.1101/2025.10.10.681651,Divergent disruption of brain networks following total and chronic sleep loss: a longitudinal fMRI study,"Study objectivesSleep loss significantly disrupts cognitive and emotional functioning, yet the neural consequences of different types of sleep deprivation remain unclear.

MethodsIn a within-subject r...",,,
10.1101/2025.10.10.681150,Cytokines of the Interleukin-1 superfamily and Interleukin-6 are associated with neuroinflammation and brain injury in Herpes Simplex Virus Encephalitis,"Early adjunctive anti-inflammatory therapy could modulate the immune response and improve clinical outcomes in Herpes Simplex Virus encephalitis (HSE). However, data on the array of inflammatory media...",,,
10.1101/2025.10.10.681687,LRRK2 Kinase Mediates Increased GCase Activity in Microglia in Response to Proinflammatory Stimuli,"Variants in the LRRK2 and GBA1 genes are among the most common risk factors associated with Parkinsons disease (PD). Both patients carrying PD-associated variants in GBA1, encoding lysosomal enzyme gl...",,,
10.1101/2025.10.10.677764,A 'brain-first' mouse model of progressive alpha-synuclein pathology via intranasal rotenone administration,"The precise aetiology of Parkinsons disease (PD) is still poorly understood, but it is thought to arise due to an intricate relationship between genes and the environment. Our study takes a unique app...",,,
10.1101/2025.10.12.681832,Transcriptional regulation of disease-relevant microglial activation programs,"Microglia, the brains innate immune cells, can adopt a wide variety of activation states relevant to health and disease. Dysregulation of microglial activation occurs in numerous brain disorders, and ...",,,
10.1101/2025.10.11.680558,Tachykinin 1-expressing neurons in the lateral habenula signal negative reward prediction error,"Evaluating outcomes to accurately predict which actions lead to reward is crucial for survival. Discrepancies between expected and realized outcomes, termed reward prediction errors (RPEs), serve as a...",Reward Mechanisms,Decision-making,
10.1101/2025.10.12.681901,A compressed code for memory discrimination,The ability to discriminate similar visual stimuli has been used as an important index of memory function. This ability is widely thought to be supported by expanding the dimensionality of relevant ne...,Episodic Memory,,
10.1101/2025.10.12.681859,Resolving Cellular Morphology in the Human Brain with Multiparametric Diffusion MR Spectroscopy,"Diffusion-weighted magnetic resonance spectroscopy (dMRS) is a unique, non-invasive technique capable of probing cell-type specific morphology. However, conventional dMRS methods are limited in their ...",,,
10.1101/2025.10.12.681536,A comprehensive characterization of the phospholipid and cholesterol composition of the uncinate fasciculus in the human brain: evidence of age-related alterations,The uncinate fasciculus (UF) is a long-range association fiber tract that serves to connect the anterior temporal lobe with the orbitofrontal cortex. The UF has been implicated via neuroimaging studie...,,,
10.1101/2025.10.12.681881,The neural correlates of novel versus familiar metaphors in healthy young adults: A functional near-infrared spectroscopy study,"Despite extensive investigation, the neural correlates of metaphor processing remain debated. Poor theoretical and experimental control of variables that drive metaphor activation-- particularly the c...",Language Comprehension,Semantic Understanding & Context Recognition,
10.1101/2025.10.11.681820,Role of the locus coeruleus noradrenergic system in susceptibility and resilience following early life stress in male and female mice,"BackgroundChild adversity (CA), encompassing emotional, physical, and sexual maltreatment or abuse, affects a substantial number of children worldwide. Moreover, it is the leading predictor of psychia...",,,
10.1101/2025.10.12.681904,Asynchronous firing and off-states in working memory maintenance,"Persistent spiking activity and activity-silent mechanisms have been proposed as neural correlates of working memory. To determine their relative contribution, we recorded neural activity from the lat...",Working Memory,,
10.1101/2025.10.10.681747,Axon Regeneration and Functional Recovery after Spinal Cord Injury is Enhanced by Allele-Specific ApoE Neuronal Action through LRP8,Adult CNS trauma frequently causes neuronal disconnection and persistent deficits due to failed axon regeneration. While model system screening has identified multiple candidate neural repair pathways...,,,
10.1101/2025.10.10.681596,A single session of mild intensity physical exercise modulates brain oscillations in healthy young adults: a pilot study.,"An acute session of moderate or vigorous physical exercise (PE) induces a cascade of neurophysiological processes such as release of growth factors, which relate to increased electroencephalogram (EEG...",,,
10.1101/2025.10.10.681608,Sensorimotor adaptation of vocal pitch is severely impaired in cerebellar ataxia,"Sensory errors, mismatches between predicted sensory outcomes of movement and reafferent sensory feedback, drive changes in the feedforward control of future motor behavior that correct for those erro...",Adaptive Error Correction,Motor Coordination,
10.1101/2025.10.10.681671,Reasoning with programs in replay,"Reasoning flexibly composes known elements to solve novel problems. Recent theories suggest the brain uses the axis of time to compose elements for reasoning. In this view, elements are packaged into ...",Logical Reasoning,Working Memory,
10.1101/2025.10.09.681483,Joint multi-omics profiling of brain and body health in aging,"The human brain and peripheral systems undergo coordinated changes throughout the lifespan, yet studies of aging have traditionally examined these systems as separate entities. Here we ask how brain h...",,,
10.1101/2025.10.10.681691,Uncertainty-Gated Min-Cost Flows for In Vivo NanoScale Synaptic Plasticity Tracking,"Synapses are the fundamental unit of neural connectivity. They exhibit dynamic functional and structural changes that enable the brain to learn, adapt, and form memories. Recent advances in endogenous...",,,
