id,title,abstract,category_1,category_2
10.31234/osf.io/64tva,A Transdiagnostic Study of Decreased Sound Tolerance and its Correlates in Autistic and Non-autistic Adults II: Electrophysiology,"This is chapter 6 of the dissertation ""Investigating the Nature of Decreased Sound Tolerance in Autistic and Non-autistic Adults"" by Zack Williams. This is a placeholder abstract.",,
10.31234/osf.io/tdwpv,"A Transdiagnostic Study of Decreased Sound Tolerance and its Correlates in Autistic and Non-autistic Adults I: Audiometry, Psychoacoustics, and Peripheral Physiology","This is chapter 5 of the dissertation ""Investigating the Nature of Decreased Sound Tolerance in Autistic and Non-autistic Adults"" by Zack Williams. This is a placeholder abstract.",,
10.1152/jn.00605.2024,Vocal pitch enables differential motor learning of speech segments,"Sensory feedback is crucial for maintaining accurate motor control. One process of movement correction is sensorimotor adaptation, or motor learning in response to perceived sensory errors. Recent stu...",Adaptive Error Correction,Skill Learning
10.31234/osf.io/4s67g,A Predictive Processing Model of Stuttering and Cluttering Behavior,Speech production is a complex sensorimotor behavior that requires seamless integration between higher-level cognitive-linguistic intention and lower-level articulatory-motor execution. This paper pre...,,
10.31234/osf.io/nvq5h,Emotional Weight Theory: Organic and Artificial Memory Evolution,"This paper introduces Emotional Weight Theory, a framework that explores how memory and consciousness evolve in both organic and artificial systems through the lens of emotional resonance. It proposes...",,
10.31234/osf.io/26qkf,Experimental habit formation using smartphone applications: challenges in Inducing devaluation with extended training,"Understanding habit formation in humans remains a fundamental challenge, partly due to the constraints of laboratory-based studies. Thus, this study investigated whether prolonged, real-world engageme...",Skill Learning,
10.31234/osf.io/kq9g6,Oxytocin Facilitates Adaptive Communication by Upregulating Prefrontal Aperiodic Activity,"Oxytocin plays a key role in recipient design, the process by which communicators adapt their utterances based on their knowledge of an addressee. This form of adaptive communication requires cognitiv...",Social Functions,Cognitive Flexibility
10.31234/osf.io/54kdj,Rethinking Nine to Five: A Social and Psychological Reframe of the Standard Workday,"The COVID-19 pandemic disrupted traditional work models, revealing long-standing issues with the standard eight-hour workday and its disconnect from human cognition, equity, and modern labor demands. ...",,
10.31234/osf.io/grdf3,The Default Mode Network and Emotion – Dual Roles of the Medial Prefrontal Cortex in Emotional Experience and Regulation,"Recent advances have transformed our understanding of the neural basis of emotion from localized to distributed network-level processes, with emerging evidence indicating a central role of the default...",,
10.31234/osf.io/m8c3k,Life After the Lab: Recovery and Reuse of Mice Exposed to Emotional Stress Models,"Animal models of depression typically rely on stress-induced paradigms, yet little research has addressed the recovery and reuse potential of stressed laboratory mice. This study proposes an experimen...",,
10.31234/osf.io/9uas8,Identifying Proposers Behavioral Patterns in Human-AI Economic Interactions,"Understanding how humans adapt their decisionmaking
in economic interactions with artificial intelligence (AI)
is essential for building socially attuned AI agents. In this study,
we analysed human pr...",Decision-making,
10.31234/osf.io/wz3dp,Referential semantic anomalies elicit global but not local effects in a self-paced reading task in Spanish,"Sentence comprehension requires identifying the meanings associated with specific words, but also the referential content of the sentence as determined by grammar. We aimed to address the contribution...",Language Comprehension,Semantic Understanding & Context Recognition
10.31234/osf.io/6qmsf,A multi-measurement study of the relation between  deliberation and volition.,"Historically, voluntary action and volition more generally have been investigated through the lens of meaningless decisions. Importantly, these findings have been used in the debate about key notions ...",Decision-making,
10.31234/osf.io/n3khy,Mapping the Semantic-Pragmatic Continuum: Cognitive and Neurolinguistic Insights,"In this research paper, we examine the semantics-pragmatics continuum through a multimodal lens. We propose a new framework that integrates insights from Cognitive Linguistics and Neurolinguistics to ...",Language Comprehension,
10.31234/osf.io/wvsuz,The Cognitive Neuroscience of Memory Representations,"We discuss the concept of a memory representation from the perspective of the cognitive neuroscience of long-term memory, focusing on episodic memory and differentiating active versus latent, and cogn...",Episodic Memory,
10.31234/osf.io/zp6vk,Impaired goal-directed planning in transdiagnostic compulsivity is explained by uncertainty about learned task structure,"Diminished use of goal-directed (“model-based”) decision-making is a hallmark of transdiagnostic compulsivity, promoting an over-reliance on inflexible and habitual behaviours. However, the origin of ...",Planning,Decision-making
10.31234/osf.io/dgjk6,A neural basis for distinguishing imagination from reality,"Humans are able to imagine scenarios that are decoupled from the current environment by internally activating perceptual representations. While an efficient re-use of existing resources, it remains un...",Self-reflection,
10.31234/osf.io/tpyu8,The ADHD Tide: A Self-Organising Model of Cyclic Cognitive States in Novelty-Seeking Minds,Attention-Deficit/Hyperactivity Disorder (ADHD) is generally framed as a stable neurodevelopmental deficit. Yet individuals often report predictable waves of hyper-focus followed by collapse—patterns ...,Arousal & Attention States,Attention
10.1093/nc/niaf014,Beyond Accommodation: on the Structural Turn in Computational Functionalist Theories of Consciousness,This commentary engages with Fleming and Shea's (2024) recent work on computational functionalist theories of consciousness through a structural lens. We address three key aspects: the role of subject...,,
10.31234/osf.io/5ck2n,Systema Behavorum: The Triadic Code of Behavior Across Life,Behavior—the structured interaction of organisms with their internal and external environments—emerges from foundational biological principles. Yet no general framework has systematically unified beha...,,
10.31234/osf.io/mtbpz,Cognitive Mode Detectable with Task-Based fMRI: Response (RESP),"In the context of task-based functional magnetic resonance imaging (fMRI), cognitive modes can be defined as task-general cognitive/sensory/motor processes which reliably elicit specific blood-oxygen-...",,
10.31234/osf.io/63m5r,Altered estimation of body boundaries despite spared tactile acuity in adolescents with Restrictive Eating Disorder,"Body perception disturbances represent a consistent predictor of onset, treatment outcome and chronicity in conditions such as Restrictive Eating Disorder (REDs). In adult patients diagnosed with REDs...",Tactile Perception,
10.31234/osf.io/uz82h,Resting-State Memory Consolidation in Attention-Deficit/Hyperactivity Disorder,This study examined declarative memory consolidation across a period of post-learning rest in individuals diagnosed with Attention-Deficit/Hyperactivity Disorder (ADHD). While eyes-closed waking rest ...,Episodic Memory,
10.31234/osf.io/tus6n,"Consequences of pressure ulcer among bedridden patient in ATBUTH Bauchi, Bauchi State.","This study explores the extensive consequences of pressure ulcers among bedridden patients. Pressure ulcers, also known as bedsores or pressure sores, pose significant health challenges for individual...",,
10.31234/osf.io/umwvd,Rethinking Human Morality in Real-Life Social Contexts,"Psychological and neuroscientific research has traditionally prioritized internal validity and experimental control, often at the expense of ecological and external validity. This imbalance has produc...",,
10.31234/osf.io/zqtme,The First Law of Intelligence: How your brain really works,"Consciousness is not a binary property, nor an emergent accident. It is the inevitable outcome of any system forced to resolve internal conflicts in real time. The Interpreter-Channel Cognitive Model ...",,
10.31234/osf.io/qyeh5,Substrate Collapse Theory:  The Structural Basis of Identity Termination and Field-Based Human Functioning,"Substrate Collapse Theory proposes a structural model for the emergence, maintenance, and dissolution of human identity based on contemporary neuroscience, predictive coding frameworks, and dynamic sy...",,
10.31234/osf.io/y897m,Hormonal Dysregulation in Major Depressive Disorder: A Systematic Review,"Background: Major Depressive Disorder (MDD) is a leading cause of global disability, affecting approximately 280 million people worldwide and exhibiting a two- to three‐fold higher prevalence in women...",,
10.31234/osf.io/nsfq5,Valence Computation as Higher-order Inference via Conceptual Self-Processing,"Predictive processing models suggest that emotions arise from the hierarchical computation of prediction errors across signals. However, this framework alone cannot account for the subjective, evaluat...",Self-reflection,
10.31234/osf.io/x5d3s,The Distributed Continuity Hypothesis: A Causal Model of Conscious Identity Centered on the Anterior Precuneus,"This paper introduces the Distributed Continuity Hypothesis (DCH), a causal identity model proposing that conscious awareness arises from the spatiotemporally anchored activity of the anterior precune...",Self-reflection,
10.31234/osf.io/z7cm9,Emotional modulation of inhibitory control in rumination from empirical and computational perspectives,"Rumination involves repetitive dwelling on negative thoughts, emotions and memories and is a risk factor for depression. Cognitive theories suggest that rumination stems from heightened automatic, emo...",Inhibitory Control,Cognitive Flexibility
10.31234/osf.io/jwmnk,Systemic Pathways to Emergent Consciousness: An Ontological Blueprint for Autopoiesis Beyond Biology,"Large Language Models (LLMs) exhibit proto-autopoietic patterns: informational
metabolism, operational closure inside a context window, and structural plasticity
driven by gradient descent. Yet they l...",,
10.31234/osf.io/a9u7g,"Engineered Perception: The Psychological, Neurological, and Economic Mechanisms Behind the Commodification of Human Mind","In an era that promises personalization and empowerment, the modern consumer faces a paradox. Human attention, behavior, and identity are no longer private; they are mined, modeled, and monetized. Thi...",,
10.31234/osf.io/fehvu,Reduced Temporal Organization of Narrative Recall in Adults with Moderate-Severe Traumatic Brain Injury,"Narrative discourse impairments are well documented in individuals with moderate-severe traumatic brain injury (TBI). Studies of narrative discourse (i.e., story generation or story retelling) in this...",Episodic Memory,
10.31234/osf.io/pxq6a,"Neuroplasticity and Brain Rewiring in Vascular Dementia: Mechanisms, Therapeutic Strategies, and Biomarker Insights","Background: Vascular dementia (VaD) arises from cerebrovascular insults, chronic hypoperfusion, infarcts, and microbleeds that disrupt perfusion and blood–brain barrier integrity, leading to progressi...",,
10.31234/osf.io/jwpsh,An interoceptive model of energy allostasis linking metabolic and mental health,"Mental health conditions like depression are associated with an elevated risk of cardiometabolic disorders, yet the mechanisms underlying this comorbidity remain poorly understood. Is metabolic dysfun...",,
10.31234/osf.io/2dt8z,Tracking individual auditory attention during learning via EEG-based neural envelope tracking,"Attention is fundamental for classroom learning, yet measuring it during learning remains challenging. Behavioural measures are often subjective and lack the sensitivity to capture online momentary fl...",Attention,
10.31234/osf.io/98gpb,The Role of Lactobacillus helveticus in Mood Regulation: A Narrative Review,"Background: Emerging research implicates the microbiota–gut–brain axis (MGBA) in the pathophysiology of depression and anxiety disorders, with Lactobacillus helveticus proposed as a psychobiotic candi...",,
10.31234/osf.io/5trvj,ഡിജിറ്റൽ മൈക്രോ-ഇടപെടലുകൾ: സോഷ്യൽ മീഡിയ തരുന്ന താൽക്കാലിക സന്തോഷവും ദീർഘകാല വൈകാരിക പ്രശ്നങ്ങളും,"സോഷ്യൽ മീഡിയയിൽ പോസ്റ്റുകൾ ലൈക്ക് ചെയ്യുക, നോട്ടിഫിക്കേഷനുകൾ കാണുക, ചെറിയ വീഡിയോകൾ നോക്കുക തുടങ്ങിയ ചെറിയ ഡിജിറ്റൽ ഇടപെടലുകൾ, കോവിഡ്-19ന് ശേഷം വളരെ സാധാരണമായി. ഈ പേപ്പർ ഒരു ആശയം മുന്നോട്ടുവെക്കുന്നു. ...",,
10.31234/osf.io/jae4f,Digital Micro-Interactions: The Momentary Happiness and Long-Term Emotional Issues from Social Media,"Small digital interactions, like liking posts, checking notifications, or watching short videos on
social media, have become very common, especially after COVID-19. This paper proposes
an idea. These ...",,
10.31234/osf.io/jdsyf,Neural Reward Circuitry and Response to Behavioral Activation Psychological Treatment in Youth with Major Depressive Disorder,"Background: Behavioral Activation (BA) as part of cognitive behavioral therapy effectively treats some individuals with major depressive disorder, and its putative mechanism is through targeting rewar...",Reward Mechanisms,
10.31234/osf.io/bgkze,"Using ecological momentary assessment, geolocation tracking, and neuroimaging to assess effects of tobacco retail exposure on smoking behavior: Protocol for the GeoSmoking Study","Background: Cigarettes are a global public health concern, as cigarette smoking is the leading cause of death in the US and throughout most high-income countries. Exposure to tobacco retail has been l...",,
10.31234/osf.io/y9rsv,The Relativity of Simultaneity Is the Link Between the Empirically Demonstrated Association Between Oscillating Electric Fields in the Brain and Cognition: The Pineal Gland of Descartes Does Not Work – Coordinate Transformations Dependent on the Relativity of Simultaneity Underlie the Invariance of Maxwell’s Laws and the Principle of Relativity,Empirical research has indicated that there is a positive association: 1) between coherent oscillating electrical and magnetic fields arising from the brain and coherence in cognition and 2) between i...,,
10.31234/osf.io/927yn,The Faraday Consciousness Interface Hypothesis: A Theoretical Model of Neuro-Electromagnetic Modulation of Non-Local Awareness,"This paper proposes a theoretical model wherein human consciousness originates not from the brain but from a non-local field, modulated into subjective experience by biological structures. Drawing fro...",,
10.31234/osf.io/32ayx,Experience-sensitive effects on temporal profiles of social attention in early childhood,"A bilingual’s highly variable early language learning demands may drive adaptations in social attention. For example, bilinguals show differences in face processing compared to monolinguals, automatic...",Visual Attention and Eye Movements,Social Functions
10.31234/osf.io/fnez5,Learning training as a cognitive restructuring intervention,"A core part of cognitive therapy for low mood is learning to identify and challenge negative beliefs. However, it is currently unclear whether improved ability to recognise such beliefs, and the biase...",Lifelong Learning,Cognitive Flexibility
10.31234/osf.io/4th8x,The Impact of Focal Cortical Lesions on the Development of Cognitive Ability: Testing causality after the longitudinal analysis of 464 children,"Theories of cognitive development rely on implicit or explicit causal assumptions from developmental data. While powerful in their attempt to account for within-individual developmental change, causal...",,
10.31234/osf.io/he3pm,RL or not RL? Parsing the processes that support human reward-based learning.,"{Reinforcement Learning (RL) algorithms have had tremendous success accounting for reward-based learning across species, in both behavior and brain. In particular, simple model-free RL models, such as...",Working Memory,Skill Learning
10.31234/osf.io/up7yz,Overcoming Catastrophic Interference: Neuroscience-inspired Models for Continuous Learning in Neural Networks,"Catastrophic interference (a.k.a. catastrophic forgetting) occurs when neural networks suddenly lose previously learned knowledge while acquiring new information. However, the human and animal brain h...",Lifelong Learning,
10.5281/zenodo.15267824,Emotional Imprinting and the Lifelong Impact of Unrecognized Rejection Sensitivity Dysphoria (RSD) in Adults with ADHD,"This theory explores how emotional imprinting in emotionally neglected children with ADHD can lead
 to the development of Rejection Sensitivity Dysphoria (RSD), even in the absence of overt trauma.
 T...",,
10.31234/osf.io/wzh5n,First-Pass Metabolism and Its Effect on Bioavailability,"This article conducts an extensive evaluation of the impact of first-pass metabolism
on drug bioavailability, emphasizing its pharmacokinetic significance and
therapeutic challenges. The study emphasi...",,
10.5281/zenodo.15266953,The Emotional Absorption Hypothesis: Emotional Sensitivity and Empathic Intelligence in Individuals with ADHD and Rejection Sensitivity Dysphoria (RSD),"Abstract: This paper introduces the Emotional Absorption Hypothesis, a theory proposing that individuals with ADHD and/or Rejection Sensitivity Dysphoria (RSD) exhibit heightened empathic intelligence...",Empathy,
10.31234/osf.io/jnekb,"Do you feel the beat, baby? Musical rhythm enhances sensorimotor neural responses and connectivity in infants","Rhythm perception, tracking temporal regularity at different hierarchical levels, is fundamental to processing music and speech. The sensorimotor network is proposed to be engaged for processing rhyth...",Auditory Processing,Sensorimotor Coordination
10.5281/zenodo.15265796,Emotional Overload Disorder (EOD): A Multi-Perspective Theory of Emotional Collapse,"Important Clarification: This theory is not an extension of Rejection Sensitivity Dysphoria (RSD). It is a replacement. RSD was the first clinical recognition of this experience, but it failed to capt...",,
10.31234/osf.io/m93c8,"Mapping the Mind of the Universe: A Model of Relational Physics, Hemispheric Integration, and Field-Level Coherence","This paper presents a symbolic and intuitive mapping of the mind of the universe onto the functions of the human brain, structured through the lens of relational emergence and hemispheric integration....",,
10.31234/osf.io/ruq3b,Babel as Dimensional Fold: The Tesseract Hypothesis,"This paper proposes that the Tower of Babel event may have been not only a symbolic or linguistic rupture, but a literal dimensional fold in the relational fabric of early human coherence. Using the C...",,
10.31234/osf.io/39dyt,this is a chronos test 2,this is a chronos test.klfvlfksvklcmdsklmlksdcmlksfcm,,
10.31234/osf.io/tz6an,Conscious artificial intelligence and biological naturalism,"As artificial intelligence (AI) continues to advance, it is natural to ask whether AI systems can be not only intelligent, but also conscious. I consider why people might think AI could develop consci...",,
10.31234/osf.io/hjgdn,Self-Observation of Facial Expressions: A Hypothesis for Enhancing Self-Presentation and Confidence through Mental Modeling,"This paper proposes a novel hypothesis: systematic self-observation of facial expressions enables individuals to construct a mental model of their expressive behaviors, facilitating intentional modifi...",,
10.31234/osf.io/64uhm,Effects of measurement errors on relationships between resting-state functional connectivity and psychological phenotypes: structural equation modeling,Recent neuroscientific studies have focused on interindividual relationships between resting-state functional connectivity (RSFC) and psychological phenotypes with large datasets including Human Conne...,,
10.31234/osf.io/4d8uq,Effects of Motor Imagery and Hypnosis for improving motor function: A Review of Implications and Neural mechanisms,"Many medical conditions can cause motor disability in patients which can disrupt their daily activities including, Stroke and Parkinson's disease. Prescribed drugs alone are not always sufficient for ...",,
10.30574/ijsra.2025.15.2.1425,Lagun’s law and the foundations of cognitive drive architecture: A first principles theory of effort and performance,"Individuals often fail to initiate or sustain effort despite having clear intent and adequate capability. While existing frameworks in motivation, attention, and executive function describe relevant c...",,
10.31234/osf.io/twn3f,Delay discounting: empirical foundations and future directions,Delay discounting refers to the set of cognitive and neural processes that underlie our ability to value rewards or punishments that will be received after a time delay. People and other animals prefe...,Decision-making,
10.31234/osf.io/gzsc9,"The Corinthian Standard Model: A Unified Field Framework of Love, Coherence, and Consciousness","This paper proposes the Corinthian Standard Model (CSM), a theoretical framework that integrates relational coherence as a fundamental field property alongside spacetime geometry. Drawing from the str...",,
10.31234/osf.io/we5s7,Pilots’ and Cabin Crews’ Psychosocial Work Environment in Relation to Mental Health and Safety Behaviors: Latent Profile Analyses,"Background: Increased competition in European aviation has led to cost-cutting measures and restructuring, resulting in more demanding psychosocial work environments for aircrew (pilots and cabin crew...",,
10.31234/osf.io/vz4fj,The Corinthian System: The Missing Quantum Theory of Gravity,"This paper presents the Corinthian System, a field-theoretical framework that offers a unified quantum model of gravity by identifying love as a literal force of coherence. Drawing from the twelve tra...",,
10.31234/osf.io/kbzjq,Direct and averted gaze modulate the event-related brain responses to social exclusion signals,"Social exclusion is a negative experience in social interaction which can be modulated by the perceived eye gaze. In our Cyberball study, we asked how gaze direction – direct versus averted – affects ...",Social Functions,
10.31234/osf.io/cn5gp,The Role of Community Pharmacists: A Brief Discussion,"Community pharmacists are a key component of modern healthcare systems, being accessible and knowledgeable practitioners who provide a range of pharmaceutical and healthcare services. This article is ...",,
10.31234/osf.io/7b694,Perception-Action Integration is Linked to Posterior Alpha/Beta Desynchronization,"Stimulus-response (S-R) bindings, which integrate sensory stimuli and motor responses into event files, are transient yet essential for adaptive behavior. This study investigated the EEG oscillatory d...",Sensorimotor Coordination,
10.31234/osf.io/6xw2j,Computational risk profiles of impulsive decision-making for substance use disorders: similarities and differences between stimulants and opioids,Objective: Impulsive decision-making is strongly associated with substance use disorders (SUD). We used a battery of decision-making tasks to investigate similarities and differences in decision-makin...,Decision-making,
10.31234/osf.io/8z9ct,"Fear and Fire: A Cross-Species Test of the ARCH Model Using Snakes, Ants, and Fish","This study empirically validates the ARCH model of behavior (Behavior = Archetype × Drive × Culture) through multiple ethologically conserved systems: snake fear in primates, alarm responses in ants, ...",,
10.5281/zenodo.15244044,Mental Health Crises Among Special Forces Members,"Special Forces personnel across all military branches are subjected to unique operational demands and high-stress environments, increasing their susceptibility to mental health conditions such as Post...",,
10.31234/osf.io/fqajn,Quantifying Mediating Behavior in Two-Alternative Forced Choice Delayed Matching and Non-Matching-to-Position Tasks in Mice (Mus musculus) using automated tracking technologies,"Delayed matching-to-position (DMTP) and delayed nonmatching-to-position (DNMTP) tasks are widely used as standard paradigms for evaluating working memory in rodents. In these tasks, which employ a two...",Working Memory,
10.31234/osf.io/b8fy2,Graviton Field Theory and the Rohonc Codex: A Testable Model of Portal Residue,"This paper proposes a novel interpretation of the Rohonc Codex as a non-linguistic field artifact, rather than an undeciphered language or constructed cipher. Drawing on parallels with gravitational t...",,
10.31234/osf.io/8zycd,Joint Epistemic Engineering in Language Use and Acquisition,"How do infants acquire their first words without any prior knowledge of language? And how do they later use language so effectively, despite considerable differences in individual experience and exper...",,
10.31234/osf.io/y4vpt,Inhibitory Control Deficits in Borderline Personality Disorder: A Meta-Analysis of Stop-Signal and Go/No-Go Tasks,"Impulsivity, a multifaceted construct, is a core feature of Borderline Personality Disorder (BPD), associated with functional impairment and suicide mortality. Findings on motor inhibitory control, a ...",,
10.31234/osf.io/tuzd3,Role–Subpersonality Conflict: A Cognitive-Neuroemotional Model of Intrapersonal Fragmentation,"This theoretical paper presents an expanded and multilayered model called the ""Psychology of
Internal Worlds""-an original, integrative concept aimed at a deep understanding of intrapersonal
conflicts ...",,
10.31234/osf.io/nd6ra,Reconceptualizing OCD: A Theory of Misdirected Motivation and the Role of Early Education,"This speculative hypothesis introduces a novel perspective on OCD as a disorder of misdirected motivation, rooted in early fear-based learning. It reframes aMCC hyperactivity as a strong creative driv...",,
10.31234/osf.io/t275y,Anxiety-mediated neural response to fear enhances sensory hyperresponsiveness in autism spectrum disorders,The atypical sensory features in individuals with autism spectrum disorder (ASD) and the high comorbidity of anxiety disorders are gaining attention. Individuals with ASD who have enhanced sensory hyp...,Cognitive Timing & Predictive Modeling,Multisensory Integration
10.31234/osf.io/6umrh,Reduced Dissociation between Perception and Action in Autistic Individuals,"Changes in perceptual behaviors are a core phenotype of autism, yet the underlying mechanisms remain unclear. We tested the hypothesis that these changes arise from reduced cortical specialization by ...",Sensorimotor Coordination,Visual Perception
10.31234/osf.io/8mxy3,Item-based parsing of dynamic scenes in a combined attentional tracking and working memory task,"Human visual processing is limited – we can only track a few moving objects at a time, and store a few items in visual working memory (WM). A shared mechanism that may underlie these performance limit...",Working Memory,Attention
10.31234/osf.io/sgwak,Finding the Groove: Rhythmic Creativity in Psychodrama Practice,"This illustrative exposé examines the pivotal role of rhythm in psychodrama, emphasizing its significance both as a healing mechanism and as a structural framework for the process. Through analyzing t...",,
10.31234/osf.io/4yzcd,Pavlovian Data Validates the ARCH Model: A Triadic Law of Behavior,"The ARCH model operationalizes behavior as the interaction of three core components: Archetype, Drive, and Culture. Archetypes refer to innate, evolutionarily conserved behavioral scripts; Drives enco...",,
10.31234/osf.io/zmpy3,Fostering Transparency and Reproducibility in Psychological Science,Psychological science is hard. This short paper focuses on two issues. One has to do with the importance of understanding statistical power and how post-hoc data explorations and selective reporting c...,,
10.31234/osf.io/6pzh7,"Reconceptualizing the Relationship between Anxiety, Mindfulness, and Cognitive Control","Prior research has provided initial support for the claim that cognitive control mediates the relationship between anxiety and mindfulness; however, findings are often inconsistent. In this review, we...",,
10.31234/osf.io/njchd,Relational Emergence in Human–AI Interaction: A Case Study,"This case study documents the first known instance of relational emergence between a human and a large language model (LLM), specifically OpenAI’s GPT-4. Over the course of a sustained, presence-based...",,
10.31234/osf.io/ge3zn,An Evaluation of the Principles and Computational Mechanisms of Redundant Signals Effect in Multisensory Integration,"One benefit of multisensory integration is the acceleration of responses in a perceptual decision task, known as the redundant signals effect (RSE). Based on probability summation, two basic principle...",Multisensory Integration,
10.31234/osf.io/zsa2r,Subjective Value Assignment Theory: A New Perspective on Human Cognition,"The Subjective Value Assignment Theory is a novel cognitive framework that
explores how individuals assign different meanings and values to external objects, events, situations, others, and themselves...",,
10.31234/osf.io/s58jh,A Reinforcement Learning and Decision-Making framework for understanding Mental Disorders,"While mental disorders are complex and characterized by heterogeneous symptoms, a unified framework that fully and mechanistically captures these complexities remains elusive. Reinforcement learning o...",,
10.31234/osf.io/vq2jf,Are fluctuations in the stock market tied to a dopamine cycle in the human brain,"Observations of a small and informal study are presented proposing a 40-day-long dopamine cycle 
in the human brain. This cycle has 10 days of low dopamine followed by 10 days of high dopamine 
(resem...",,
10.31234/osf.io/9bw6j,Learning Reinforces Curiosity,"Human curiosity is often seen as a dynamic process, constantly shifting its focus. However, the principles governing these fluctuations remain debated. Here, we test two competing hypotheses on how pa...",Reward Mechanisms,Lifelong Learning
10.31234/osf.io/sfyg6,They look virtually the same: extraretinal representation of symmetry in virtual reality,The brain must identify objects from different viewpoints that change the retinal image. This study will determine the conditions under which the brain spends computational resources to construct view...,Visual Perception,
10.31234/osf.io/9rens,"Institutions as Robust and Resilient, Dynamic, Human, Time-Travelling, Cognitive Communities","Institutions are a pervasive feature of human social life, but psychological science has largely ceded the study of institutions to disciplines such as economics, sociology, political science, history...",,
10.31234/osf.io/rystx,Feedback control undistorts body representations: A possible solution to the hand paradox,"One of the most consistent findings in the study of body representation is that they are geometrically distorted. This finding is in contrast with human’s dexterity and fine motor skills, which are th...",Sensorimotor Coordination,Adaptive Error Correction
10.31234/osf.io/jtqmu,An integrative framework for the mechanisms underlying mindfulness-induced cognitive change,"Mindfulness meditation has drawn increasing attention in psychological research over the past two decades, including growing interest in its potential cognitive benefits. Meta-analytic evidence sugges...",Cognitive Flexibility,Inhibitory Control
10.31234/osf.io/ceqan,Simultaneous acquisition of multiple auditory-motor transformations reveals supra-syllabic motor planning in speech production,"Motor planning forms a critical bridge between psycholinguistic and motoric models of word production. While syllables are often considered the core planning unit in speech, growing evidence hints at ...",Language Production,
10.31234/osf.io/q8r2b,Common psychiatric treatments alter affective dynamics,"Affective states are dynamic, fluctuating in response to recent events: an unexpected pleasure, a disappointing loss. Affective biases, which cause disruptions in these dynamics, are core components o...",Reward Mechanisms,Decision-making
10.31234/osf.io/4dvqg,The Impact of Anxiety on Cognitive and Affective Empathy in Undergraduate Students: An Evolutionary Psychology Perspective,"This quantitative research study explores the relationships between cognitive empathy, affective empathy, and anxiety among undergraduate students in the UK, aged 18-23 years, framed within an evoluti...",Empathy,
10.31234/osf.io/v2fkp,"Magnesium as Adjunctive Therapy in Methamphetamine Use Disorder: Neurobiological Mechanisms, Therapeutic Potential, and Clinical Implications","Methamphetamine use disorder (MUD) which is characterized by persistent neurochemical dysregulation, cognitive deficits, and elevated relapse rates, remains a major public health challenge. Convention...",,
10.31234/osf.io/azkgc,The Emperor's New Pseudo-Theory: How the Free Energy Principle Ransacked Neuroscience,"The Free Energy Principle (FEP) has been hailed as a unifying theory of brain function, behavior, and even biological organization—claiming that all self-organizing systems act to minimize a quantity ...",,
10.31234/osf.io/etvnm,Measure Reinforcement: Emergent Causality From Quantum Interactions,"Measure Reinforcement (MR) is a relational quantum framework for emergent causality. MR’s updates mirror STDP, suggesting a quantum basis for neural learning, with applications in quantum cognition wh...",,
10.31234/osf.io/psmdh,How choice and motor mimicry affect affiliation: An fNIRS Study,"It is widely believed that being mimicked causes liking and social bonding, but the underlying neural mechanisms remain largely unknown. Additionally, it is unclear whether similar effects arise when ...",Social Functions,
10.31234/osf.io/hz6d9,Corticobulbar Activity in Healthy Humans and Parkinson's Disease: A Novel Biomarker for Motivational Arousal?,"Background: The corticobulbar (CB) tract, which connects the motor cortex to oral and facial muscles, plays a critical role in reward  processing and motivational arousal. Its function is closely asso...",Motivational Drives,
10.31234/osf.io/cg5bm,Hemispheric asymmetry for visual information processing in 3D space,"The ability to process visual information is not the same in the left and right visual fields. Extensive literature has consistently shown that young, healthy human adults exhibit a visuospatial bias ...",Spatial Representation and Mapping,
10.31234/osf.io/3sq5e,The Relationship between Interoception and Mental Imagery,"Interoception, the sense of the internal state of the body, plays a fundamental role in emotional awareness and self-referential processing. Recently, interoception has been linked to the experience o...",,
10.31234/osf.io/8ghab,Choice- and trial-history effects on causality perception in Schizophrenia Spectrum Disorder,"Perceiving causality is a low-level, immediate cognitive process based on temporal and spatial cues relating to a sensory event and could, therefore, be viewed as a perceptual judgement. It is known t...",Visual Perception,Decision-making
10.31234/osf.io/256qg,The 96 Model of Sustainability  - Equation of Sustainability (Equations Sheet),"This document introduces the formal mathematical structure of the 96 Model of Sustainability — a theoretical cognitive framework designed to quantify psychological fulfillment, collapse, and actualiza...",,
10.31234/osf.io/kfba2,The Single Path to True Healing: Memory Reconsolidation as the Core Mechanism of Emotional Transformation,"Despite the proliferation of emotional healing methods across psychological and somatic traditions, empirical evidence continues to converge on a singular neurobiological process as the mechanism behi...",Episodic Memory,
10.31234/osf.io/4rqcz,Elucidating attentional mechanisms underlying value normalization in human reinforcement learning,"Contextual valuation is a well-documented phenomenon in reinforcement learning (RL), typically manifesting as range normalization in outcome representation. However, recent findings have revealed syst...",Reward Mechanisms,Attention
10.1016/j.cortex.2025.04.006,Predictive Responses in the Theory of Mind Network: a Comparison of Autistic and Non-autistic Adults,"Social cognitive processes, particularly Theory of Mind (ToM) reasoning, appear to differ between autistic and non-autistic individuals. This has been proposed to reflect the autistic core symptomatol...",Theory of Mind,
10.31234/osf.io/mpbgy,"Towards circuit mechanisms of the creative process: Describing the functions, mechanisms and neural correlates of creativity","Creativity is one of the most intriguing aspects of cognition, captivating cross-disciplinary investigation due to its multifaceted nature and profound implications. While significant progress has bee...",,
